number,title,video_id,url,status,file,error
11,I Can't Make These Fast Enough!,hZQ7VKjBiLw,https://www.youtube.com/watch?v=hZQ7VKjBiLw,saved,011 - I Can't Make These Fast Enough!.txt,
12,ONE 1x6x8. TWO Products. INSANE Profit! / Make Money Woodworking,NHNB-GZBFao,https://www.youtube.com/watch?v=NHNB-GZBFao,saved,012 - ONE 1x6x8. TWO Products. INSANE Profit! Make Money Woodworking.txt,
13,Beginner Friendly 2x4 Christmas Trees,_1GBZxgXy_g,https://www.youtube.com/watch?v=_1GBZxgXy_g,saved,013 - Beginner Friendly 2x4 Christmas Trees.txt,
14,Simple Miter Saw Project turns HUGE PROFIT,v_mILDIaxAc,https://www.youtube.com/watch?v=v_mILDIaxAc,saved,014 - Simple Miter Saw Project turns HUGE PROFIT.txt,
15,6ft tall and Beginner Friendly! Spiral Christmas Tree. ,WFimstpmBPY,https://www.youtube.com/watch?v=WFimstpmBPY,saved,015 - 6ft tall and Beginner Friendly! Spiral Christmas Tree..txt,
16,This Miter Saw Project SOLD OUT Instantly.,XDLBfSypaRg,https://www.youtube.com/watch?v=XDLBfSypaRg,saved,016 - This Miter Saw Project SOLD OUT Instantly..txt,
17,EASY Woodworking Project EVERY Customer wants. Make Money Woodworking,Drld_IHuS3E,https://www.youtube.com/watch?v=Drld_IHuS3E,saved,017 - EASY Woodworking Project EVERY Customer wants. Make Money Woodworking.txt,
18,This DIY Wood Finish is seriously my new favorite stain.,lrLRBltiPyk,https://www.youtube.com/watch?v=lrLRBltiPyk,saved,018 - This DIY Wood Finish is seriously my new favorite stain..txt,
19,Desktop Plant Stand. Free Plans Included!,u58efE3G00s,https://www.youtube.com/watch?v=u58efE3G00s,saved,019 - Desktop Plant Stand. Free Plans Included!.txt,
20,This 5 Minute Project Makes Money Fast!,z3hVtYpCqtQ,https://www.youtube.com/watch?v=z3hVtYpCqtQ,saved,020 - This 5 Minute Project Makes Money Fast!.txt,
21,HUGE Profit from a 1x6x8 EVERY TIME. Beginner Woodworking Project,CiNO4GIUN04,https://www.youtube.com/watch?v=CiNO4GIUN04,saved,021 - HUGE Profit from a 1x6x8 EVERY TIME. Beginner Woodworking Project.txt,
22,Spark Your Woodworking Business for only $137,aVOt7_mwty4,https://www.youtube.com/watch?v=aVOt7_mwty4,saved,022 - Spark Your Woodworking Business for only $137.txt,
23,Simple Project Turned SELLOUT Performer. $$$,kq-sbbr4zuU,https://www.youtube.com/watch?v=kq-sbbr4zuU,saved,023 - Simple Project Turned SELLOUT Performer. $$$.txt,
24,$0 Startup. WHERE To Make The MOST Money!,LUM7HWU7DR4,https://www.youtube.com/watch?v=LUM7HWU7DR4,saved,024 - $0 Startup. WHERE To Make The MOST Money!.txt,
25,Selling a 2x6 Project to the MASSES! // Make Money Woodworking,IGHKdE5BT68,https://www.youtube.com/watch?v=IGHKdE5BT68,saved,025 - Selling a 2x6 Project to the MASSES! Make Money Woodworking.txt,
26,DIY Woodworking Tool that's actually helpful.,SdbSTNmtNUk,https://www.youtube.com/watch?v=SdbSTNmtNUk,saved,026 - DIY Woodworking Tool that's actually helpful..txt,
27,Simple Garage Cooling Hacks,ZFzXjTGU77Y,https://www.youtube.com/watch?v=ZFzXjTGU77Y,saved,027 - Simple Garage Cooling Hacks.txt,
28,SELL OUT Woodworking Project. FREE PLANS,2cgvJ9g213w,https://www.youtube.com/watch?v=2cgvJ9g213w,saved,028 - SELL OUT Woodworking Project. FREE PLANS.txt,
29,This Easy Wood Project Outsold Everything At My Craft Show!,Y4A_rCBUhtY,https://www.youtube.com/watch?v=Y4A_rCBUhtY,saved,029 - This Easy Wood Project Outsold Everything At My Craft Show!.txt,
30,"How to Build a Professional Workbench, as a Beginner.",e7HB1HZMSPs,https://www.youtube.com/watch?v=e7HB1HZMSPs,saved,"030 - How to Build a Professional Workbench, as a Beginner..txt",
31,"This Woodworking Project Sells, EVERYWHERE I go.",8PJ975_Q-Hw,https://www.youtube.com/watch?v=8PJ975_Q-Hw,saved,"031 - This Woodworking Project Sells, EVERYWHERE I go..txt",
32,How to build a simple Viking / Camp Chair FREE PLANS,2Vu3gPLDm3M,https://www.youtube.com/watch?v=2Vu3gPLDm3M,saved,032 - How to build a simple Viking Camp Chair FREE PLANS.txt,
33,This Months MONEY MAKER Woodworking Project,oMgHFtZqVKo,https://www.youtube.com/watch?v=oMgHFtZqVKo,saved,033 - This Months MONEY MAKER Woodworking Project.txt,
34,PERFECT Spheres and Bowls without a Lathe,liMW5tEVSA8,https://www.youtube.com/watch?v=liMW5tEVSA8,saved,034 - PERFECT Spheres and Bowls without a Lathe.txt,
35,Weekend Woodworking Project. Triple Your Shoe Storage!,rsNBgzcpGQA,https://www.youtube.com/watch?v=rsNBgzcpGQA,saved,035 - Weekend Woodworking Project. Triple Your Shoe Storage!.txt,
36,I Don't Understand Why People Skip This Step,OqluOsCRINk,https://www.youtube.com/watch?v=OqluOsCRINk,saved,036 - I Don't Understand Why People Skip This Step.txt,
37,EASY Router Tray from a 2x6! Make Money Woodworking.,kN3dXGE3Wwg,https://www.youtube.com/watch?v=kN3dXGE3Wwg,saved,037 - EASY Router Tray from a 2x6! Make Money Woodworking..txt,
38,BEGINNER Easter Projects! FREE PLANS.,Z59wo4D_b5o,https://www.youtube.com/watch?v=Z59wo4D_b5o,saved,038 - BEGINNER Easter Projects! FREE PLANS..txt,
39,Tapered Planter Box - Free Plans! - Make Money Woodworking,kjO5obytayA,https://www.youtube.com/watch?v=kjO5obytayA,saved,039 - Tapered Planter Box - Free Plans! - Make Money Woodworking.txt,
40,FIVE sell-out Small Projects from a Single 1x6x8. 173 SOLD!,TTD7mLTvaW8,https://www.youtube.com/watch?v=TTD7mLTvaW8,saved,040 - FIVE sell-out Small Projects from a Single 1x6x8. 173 SOLD!.txt,
41,DIY Wooden Garden Arbor,HLwOEwZiQCo,https://www.youtube.com/watch?v=HLwOEwZiQCo,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=HLwOEwZiQCo! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
42,First Table Saw? Start Here.,W44adLD4wsk,https://www.youtube.com/watch?v=W44adLD4wsk,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=W44adLD4wsk! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
43,$1.50 EASY DIY Plant Stand,4aIctZFGgi0,https://www.youtube.com/watch?v=4aIctZFGgi0,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=4aIctZFGgi0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
44,DO THIS and your Planter Boxes won't turn Grey.,u8K1Y9IJ6iI,https://www.youtube.com/watch?v=u8K1Y9IJ6iI,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=u8K1Y9IJ6iI! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
45,This Planter Box Mistake will cost you big. ,jLay579p7TE,https://www.youtube.com/watch?v=jLay579p7TE,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=jLay579p7TE! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
46,Three Years to Perfection. Do THIS to all your Planter Boxes.,W3YL-EpJxC4,https://www.youtube.com/watch?v=W3YL-EpJxC4,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=W3YL-EpJxC4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
47,11 French Cleats Projects. Customizable Storage Solution!,MMSe4ndsdow,https://www.youtube.com/watch?v=MMSe4ndsdow,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=MMSe4ndsdow! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
48,"I buy ALL the tools to build it, and still profit $100.",i-mjhZz7OZU,https://www.youtube.com/watch?v=i-mjhZz7OZU,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=i-mjhZz7OZU! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
49,VIRAL $14.99 Drill. Im Impressed.,#NAME?,https://www.youtube.com/watch?v=-kZ7yc9-Dwk,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=-kZ7yc9-Dwk! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
50,Irresistible Valentines woodworking projects! Make Money Woodworking.,KMKGMmBnSyQ,https://www.youtube.com/watch?v=KMKGMmBnSyQ,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=KMKGMmBnSyQ! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
51,Nostalgia meets Functionality. FREE PLANS.,8MXzlZChWZo,https://www.youtube.com/watch?v=8MXzlZChWZo,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=8MXzlZChWZo! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
52,DIY Growth Chart Ruler,JAupCS3OiT0,https://www.youtube.com/watch?v=JAupCS3OiT0,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=JAupCS3OiT0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
53,My Dream Camera Rig,VTnP9310STY,https://www.youtube.com/watch?v=VTnP9310STY,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=VTnP9310STY! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
54,How to make a Forever Calendar. FREE PLANS,iW33ZEGxQzM,https://www.youtube.com/watch?v=iW33ZEGxQzM,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=iW33ZEGxQzM! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
55,15 Small Weekend Woodworking Projects. FREE PLANS.,GYOXqny8C9A,https://www.youtube.com/watch?v=GYOXqny8C9A,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=GYOXqny8C9A! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
56,Crafting Four Timeless Masterpieces. FREE PLANS.,nxUNHTG0kw0,https://www.youtube.com/watch?v=nxUNHTG0kw0,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=nxUNHTG0kw0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
57,"Two Hand Tools, and Half a Board.",_I9UH29dQzY,https://www.youtube.com/watch?v=_I9UH29dQzY,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=_I9UH29dQzY! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
58,"The only Trivet Tree build tutorial on the internet. Seriously, go look.",icJ6eoYchWU,https://www.youtube.com/watch?v=icJ6eoYchWU,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=icJ6eoYchWU! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
59,13 Christmas Projects from a single board. Make Money Woodworking,LN5UdvUyPO4,https://www.youtube.com/watch?v=LN5UdvUyPO4,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=LN5UdvUyPO4! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
60,4x4 Candy Canes! Easy Christmas Woodworking Project,UiAhGgX0Z9U,https://www.youtube.com/watch?v=UiAhGgX0Z9U,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=UiAhGgX0Z9U! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
61,I cannot make these FAST ENOUGH. $45 each. Nineteen products from ONE 2X4.,mCZZDfP7s2o,https://www.youtube.com/watch?v=mCZZDfP7s2o,error/skipped,,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=mCZZDfP7s2o! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
